CMPLNT_NUM,ADDR_PCT_CD,BORO_NM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,CRM_ATPT_CPTD_CD,HADEVELOPT,HOUSING_PSA,JURISDICTION_CODE,JURIS_DESC,KY_CD,LAW_CAT_CD,LOC_OF_OCCUR_DESC,OFNS_DESC,PARKS_NM,PATROL_BORO,PD_CD,PD_DESC,PREM_TYP_DESC,RPT_DT,STATION_NAME,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,VIC_AGE_GROUP,VIC_RACE,VIC_SEX,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,New Georeferenced Column,count
247853895,43,BRONX,7/11/2022,9:09:00,,(null),COMPLETED,(null),,0,N.Y. POLICE DEPT,105,FELONY,INSIDE,ROBBERY,(null),PATROL BORO BRONX,361,"ROBBERY,BANK",BANK,7/11/2022,(null),25-44,BLACK,M,,UNKNOWN,UNKNOWN,D,1022682,242998,40.833567,-73.861118,"(40.833567, -73.861118)",POINT (-73.861118 40.833567),1
250722124,67,BROOKLYN,1/1/2021,12:00:00,9/7/2022,12:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,104,FELONY,INSIDE,RAPE,(null),PATROL BORO BKLYN SOUTH,155,RAPE 2,RESIDENCE - APT. HOUSE,9/7/2022,(null),25-44,UNKNOWN,U,,<18,BLACK,F,997843,175671,40.64885075,-73.95101651,"(40.6488507469884, -73.951016510623)",POINT (-73.951016510623 40.6488507469884),1
239511545,120,STATEN ISLAND,12/24/2021,8:00:00,1/3/2022,8:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO STATEN ISLAND,424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",RESIDENCE-HOUSE,1/21/2022,(null),(null),(null),(null),,18-24,ASIAN / PACIFIC ISLANDER,M,960911,165085,40.619768,-74.08407,"(40.619768, -74.08407)",POINT (-74.08407 40.619768),1
247992275,115,QUEENS,6/15/2015,0:01:00,7/13/2022,17:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO QUEENS NORTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,7/13/2022,(null),(null),(null),(null),,45-64,WHITE,M,1013677,212463,40.749791,-73.893792,"(40.749791, -73.893792)",POINT (-73.893792 40.749791),1
239602232,75,BROOKLYN,1/1/2018,9:00:00,4/14/2021,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,FRONT OF,THEFT-FRAUD,(null),PATROL BORO BKLYN NORTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,1/24/2022,(null),(null),(null),(null),,65+,BLACK,M,1022153,184000,40.671636,-73.863359,"(40.671636, -73.863359)",POINT (-73.863359 40.671636),1
241344242,114,QUEENS,10/1/1997,13:00:00,6/1/2006,8:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,116,FELONY,(null),SEX CRIMES,(null),PATROL BORO QUEENS NORTH,168,SODOMY 1,RESIDENCE - APT. HOUSE,2/27/2022,(null),45-64,BLACK,M,,25-44,ASIAN / PACIFIC ISLANDER,F,1007788,219633,40.76949512,-73.91502417,"(40.7694951184418, -73.9150241703895)",POINT (-73.9150241703895 40.7694951184418),1
238607919,63,BROOKLYN,1/1/2022,4:00:00,1/1/2022,4:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO BKLYN SOUTH,349,"LARCENY,PETIT OF LICENSE PLATE",GAS STATION,1/1/2022,(null),UNKNOWN,UNKNOWN,U,,UNKNOWN,UNKNOWN,D,1004210,170473,40.634565,-73.928086,"(40.634565, -73.928086)",POINT (-73.928086 40.634565),1
240305135,33,MANHATTAN,11/4/2021,12:00:00,,(null),COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO MAN NORTH,347,PETIT LARCENY-CHECK FROM MAILB,RESIDENCE - APT. HOUSE,2/8/2022,(null),UNKNOWN,UNKNOWN,U,,45-64,WHITE HISPANIC,F,1001602,246487,40.843208,-73.937286,"(40.843208, -73.937286)",POINT (-73.937286 40.843208),1
241477401,77,BROOKLYN,11/16/2021,11:00:00,1/26/2022,14:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO BKLYN NORTH,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,3/2/2022,(null),25-44,BLACK,M,,45-64,BLACK,F,1005418,184431,40.672873,-73.923688,"(40.672873, -73.923688)",POINT (-73.923688 40.672873),1
241005459,5,MANHATTAN,12/13/2021,9:00:00,1/26/2022,9:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO MAN SOUTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,2/21/2022,(null),(null),(null),(null),,65+,ASIAN / PACIFIC ISLANDER,M,985826,198659,40.711951,-73.994313,"(40.711951, -73.994313)",POINT (-73.994313 40.711951),1
240031566,48,BRONX,11/12/2021,15:10:00,11/14/2021,8:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO BRONX,458,"LARCENY,GRAND FROM RESIDENCE/BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",RESIDENCE - APT. HOUSE,1/31/2022,(null),UNKNOWN,UNKNOWN,U,,18-24,UNKNOWN,F,1014337,246617,40.843532,-73.891258,"(40.843532, -73.891258)",POINT (-73.891258 40.843532),1
238815490,104,QUEENS,12/31/2021,14:00:00,1/7/2022,10:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,351,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO QUEENS NORTH,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",RESIDENCE-HOUSE,1/6/2022,(null),(null),(null),(null),,25-44,WHITE HISPANIC,M,1010302,194658,40.700931,-73.906043,"(40.700931, -73.906043)",POINT (-73.906043 40.700931),1
241896615,81,BROOKLYN,1/1/2021,12:00:00,1/1/2021,13:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO BKLYN NORTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,3/10/2022,(null),(null),(null),(null),,25-44,BLACK,F,1006495,187716,40.681887,-73.919793,"(40.681887, -73.919793)",POINT (-73.919793 40.681887),1
238682299,5,MANHATTAN,12/20/2021,15:01:00,1/5/2022,13:05:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,125,FELONY,INSIDE,NYS LAWS-UNCLASSIFIED FELONY,(null),PATROL BORO MAN SOUTH,847,"NY STATE LAWS,UNCLASSIFIED FEL",COMMERCIAL BUILDING,1/5/2022,(null),25-44,BLACK,M,,UNKNOWN,UNKNOWN,E,983903,200257,40.716337,-74.001251,"(40.716337, -74.001251)",POINT (-74.001251 40.716337),1
239014497,44,BRONX,5/11/2021,11:28:00,,(null),COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,(null),PATROL BORO BRONX,349,"LARCENY,PETIT OF LICENSE PLATE",STREET,1/12/2022,(null),(null),(null),(null),,UNKNOWN,UNKNOWN,D,1004732,245675,40.840975,-73.925973,"(40.840975, -73.925973)",POINT (-73.925973 40.840975),1
243516835,76,BROOKLYN,12/23/2021,23:00:00,1/23/2022,18:15:00,COMPLETED,(null),267,2,N.Y. HOUSING POLICE,578,VIOLATION,FRONT OF,HARRASSMENT 2,(null),PATROL BORO BKLYN SOUTH,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - PUBLIC HOUSING,4/11/2022,(null),25-44,WHITE,M,,25-44,WHITE HISPANIC,F,981342,185962,40.677101,-74.010482,"(40.677101, -74.010482)",POINT (-74.010482 40.677101),1
240428602,109,QUEENS,11/5/2021,13:00:00,11/5/2021,13:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,126,FELONY,FRONT OF,MISCELLANEOUS PENAL LAW,(null),PATROL BORO QUEENS NORTH,198,CRIMINAL CONTEMPT 1,RESIDENCE-HOUSE,2/10/2022,(null),25-44,UNKNOWN,F,,45-64,UNKNOWN,M,1026341,222164,40.776367,-73.848025,"(40.776367, -73.848025)",POINT (-73.848025 40.776367),1
241250409,69,BROOKLYN,12/10/2019,6:00:00,1/5/2022,14:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,(null),PETIT LARCENY,(null),PATROL BORO BKLYN SOUTH,349,"LARCENY,PETIT OF LICENSE PLATE",RESIDENCE-HOUSE,2/25/2022,(null),UNKNOWN,UNKNOWN,U,,65+,BLACK,F,1015138,172000,40.638725,-73.888703,"(40.638725, -73.888703)",POINT (-73.888703 40.638725),1
246066347,77,BROOKLYN,6/3/2020,12:00:00,,(null),COMPLETED,(null),,0,N.Y. POLICE DEPT,233,MISDEMEANOR,FRONT OF,SEX CRIMES,(null),PATROL BORO BKLYN NORTH,175,"SEXUAL ABUSE 3,2",STREET,6/3/2022,(null),(null),(null),(null),,<18,BLACK,F,1003509,185018,40.67449569,-73.93057133,"(40.6744956865259, -73.9305713255961)",POINT (-73.9305713255961 40.6744956865259),1
240566864,75,BROOKLYN,11/8/2021,16:25:00,11/8/2021,16:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,351,MISDEMEANOR,INSIDE,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO BKLYN NORTH,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",RESIDENCE - APT. HOUSE,2/14/2022,(null),25-44,UNKNOWN,M,,25-44,WHITE,M,1020840,186052,40.677271,-73.868085,"(40.677271, -73.868085)",POINT (-73.868085 40.677271),1
239918260,14,MANHATTAN,11/13/2021,10:57:00,1/31/2022,14:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO MAN SOUTH,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,1/31/2022,(null),18-24,WHITE,M,,25-44,BLACK,F,988083,212199,40.749113,-73.986165,"(40.749113, -73.986165)",POINT (-73.986165 40.749113),1
248990261,79,BROOKLYN,11/18/2018,14:00:00,11/18/2018,14:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO BKLYN NORTH,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,7/22/2022,(null),UNKNOWN,UNKNOWN,M,,65+,WHITE,F,997057,187072,40.680138,-73.953825,"(40.680138, -73.953825)",POINT (-73.953825 40.680138),1
238645921,48,BRONX,12/31/2021,22:40:00,1/1/2022,0:50:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,351,MISDEMEANOR,(null),CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO BRONX,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",STREET,1/1/2022,(null),(null),(null),(null),,65+,BLACK,F,1014431,250474,40.85411655,-73.89090143,"(40.85411655, -73.89090143)",POINT (-73.89090143 40.85411655),1
239323180,60,BROOKLYN,4/9/2021,17:15:00,4/9/2021,17:15:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,117,FELONY,(null),DANGEROUS DRUGS,(null),PATROL BORO BKLYN SOUTH,515,"CONTROLLED SUBSTANCE,SALE 3",STREET,1/18/2022,(null),25-44,BLACK,M,,UNKNOWN,UNKNOWN,E,984651,148801,40.57510031,-73.99855651,"(40.57510031, -73.99855651)",POINT (-73.99855651 40.57510031),1
248396434,19,MANHATTAN,12/12/2021,18:00:00,,(null),COMPLETED,(null),,0,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,(null),PATROL BORO MAN NORTH,114,OBSTR BREATH/CIRCUL,RESIDENCE - APT. HOUSE,7/22/2022,(null),25-44,BLACK,M,,25-44,WHITE,F,998306,220137,40.770892,-73.949253,"(40.770892, -73.949253)",POINT (-73.949253 40.770892),1
241968236,83,BROOKLYN,12/31/2021,22:30:00,,(null),COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,(null),PETIT LARCENY,(null),PATROL BORO BKLYN NORTH,343,"LARCENY,PETIT OF BICYCLE",RESIDENCE - APT. HOUSE,3/10/2022,(null),(null),(null),(null),,25-44,WHITE,F,1008828,190762,40.690242,-73.911372,"(40.690242, -73.911372)",POINT (-73.911372 40.690242),1
239971431,122,STATEN ISLAND,12/28/2021,12:00:00,12/28/2021,12:15:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO STATEN ISLAND,352,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",RESIDENCE - APT. HOUSE,2/1/2022,(null),(null),(null),(null),,45-64,BLACK,F,953146,145289,40.565406,-74.111948,"(40.565406, -74.111948)",POINT (-74.111948 40.565406),1
241918379,44,BRONX,3/9/2021,0:00:00,3/9/2022,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,351,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO BRONX,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",STORE UNCLASSIFIED,3/11/2022,(null),UNKNOWN,UNKNOWN,U,,UNKNOWN,UNKNOWN,D,1005146,240722,40.827377,-73.924495,"(40.827377, -73.924495)",POINT (-73.924495 40.827377),1
243964163,18,MANHATTAN,11/23/2021,9:00:00,4/14/2022,20:13:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO MAN SOUTH,638,"HARASSMENT,SUBD 3,4,5",COMMERCIAL BUILDING,4/21/2022,(null),25-44,BLACK,M,,UNKNOWN,UNKNOWN,D,988726,216800,40.761744,-73.983839,"(40.761744, -73.983839)",POINT (-73.983839 40.761744),1
242141383,115,QUEENS,8/19/2021,0:00:00,3/15/2022,0:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,(null),PATROL BORO QUEENS NORTH,639,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,3/15/2022,(null),18-24,UNKNOWN,F,,25-44,WHITE HISPANIC,F,1014863,213368,40.75227,-73.889508,"(40.75227, -73.889508)",POINT (-73.889508 40.75227),1
238514185,48,BRONX,1/1/2022,3:00:00,1/1/2022,3:15:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,106,FELONY,INSIDE,FELONY ASSAULT,(null),PATROL BORO BRONX,109,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE - APT. HOUSE,1/1/2022,(null),25-44,BLACK,M,,25-44,BLACK,F,1011751,246839,40.8441566,-73.90060545,"(40.8441566000203, -73.9006054489734)",POINT (-73.9006054489734 40.8441566000203),1
240325880,60,BROOKLYN,9/10/2021,12:00:00,9/10/2021,15:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,113,FELONY,INSIDE,FORGERY,(null),PATROL BORO BKLYN SOUTH,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",PUBLIC BUILDING,2/9/2022,(null),45-64,BLACK,M,,UNKNOWN,UNKNOWN,E,990796,149587,40.577258,-73.976436,"(40.577258, -73.976436)",POINT (-73.976436 40.577258),1
250821254,114,QUEENS,4/20/2020,0:00:00,1/20/2022,9:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO QUEENS NORTH,739,"FRAUD,UNCLASSIFIED-FELONY",COMMERCIAL BUILDING,9/8/2022,(null),(null),(null),(null),,45-64,WHITE,M,1012422,223186,40.779226,-73.898276,"(40.779226, -73.898276)",POINT (-73.898276 40.779226),1
243964201,68,BROOKLYN,12/24/2021,9:30:00,12/24/2021,9:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO BKLYN SOUTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,4/20/2022,(null),UNKNOWN,UNKNOWN,U,,45-64,BLACK,M,975795,172193,40.639305,-74.030464,"(40.639305, -74.030464)",POINT (-74.030464 40.639305),1
239285776,84,BROOKLYN,3/10/2020,7:55:00,,(null),COMPLETED,(null),,1,N.Y. TRANSIT POLICE,121,FELONY,(null),CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO BKLYN NORTH,273,"TAMPERING 1,CRIMINAL",TRANSIT - NYC SUBWAY,1/18/2022,JAY STREET-BOROUGH HALL,25-44,BLACK,M,30,UNKNOWN,UNKNOWN,E,987772,191476,40.69223342,-73.98729955,"(40.69223342, -73.98729955)",POINT (-73.98729955 40.69223342),1
238810640,48,BRONX,9/11/2021,2:30:00,1/5/2022,11:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,359,MISDEMEANOR,FRONT OF,OFFENSES AGAINST PUBLIC ADMINI,(null),PATROL BORO BRONX,749,VIOLATION OF ORDER OF PROTECTI,RESIDENCE - APT. HOUSE,1/7/2022,(null),25-44,BLACK HISPANIC,F,,25-44,WHITE HISPANIC,F,1016031,249136,40.85044,-73.885123,"(40.85044, -73.885123)",POINT (-73.885123 40.85044),1
247669895,14,MANHATTAN,2/3/2021,19:58:00,,(null),ATTEMPTED,(null),,1,N.Y. TRANSIT POLICE,121,FELONY,(null),CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO MAN SOUTH,273,"TAMPERING 1,CRIMINAL",TRANSIT - NYC SUBWAY,7/7/2022,34 STREET,(null),(null),(null),2,UNKNOWN,UNKNOWN,E,987526,211899,40.74828972,-73.98817669,"(40.74828972, -73.98817669)",POINT (-73.98817669 40.74828972),1
239096566,43,BRONX,12/26/2021,22:00:00,12/26/2021,22:05:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO BRONX,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,1/13/2022,(null),25-44,WHITE HISPANIC,F,,25-44,WHITE HISPANIC,F,1021951,244960,40.838955,-73.863746,"(40.838955, -73.863746)",POINT (-73.863746 40.838955),1
238853824,23,MANHATTAN,12/29/2021,0:00:00,12/29/2021,0:10:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,126,FELONY,INSIDE,MISCELLANEOUS PENAL LAW,(null),PATROL BORO MAN NORTH,198,CRIMINAL CONTEMPT 1,RESIDENCE - APT. HOUSE,1/9/2022,(null),45-64,WHITE HISPANIC,M,,45-64,WHITE HISPANIC,F,999210,227548,40.791232,-73.94597,"(40.791232, -73.94597)",POINT (-73.94597 40.791232),1
250665863,46,BRONX,4/12/2017,0:01:00,12/21/2020,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,(null),PATROL BORO BRONX,175,"SEXUAL ABUSE 3,2",RESIDENCE - APT. HOUSE,9/1/2022,(null),UNKNOWN,WHITE HISPANIC,M,,<18,WHITE HISPANIC,F,1011755,250279,40.85359837,-73.90057688,"(40.8535983673823, -73.9005768807295)",POINT (-73.9005768807295 40.8535983673823),1
245133502,13,MANHATTAN,12/13/2021,0:00:00,12/20/2021,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,113,FELONY,INSIDE,FORGERY,(null),PATROL BORO MAN SOUTH,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMMERCIAL BUILDING,5/16/2022,(null),(null),(null),(null),,45-64,BLACK,F,989143,206320,40.732977,-73.982342,"(40.732977, -73.982342)",POINT (-73.982342 40.732977),1
239309032,115,QUEENS,12/26/2021,0:01:00,1/7/2022,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO QUEENS NORTH,424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",RESIDENCE - APT. HOUSE,1/18/2022,(null),(null),(null),(null),,25-44,WHITE HISPANIC,M,1019061,217494,40.76358,-73.874334,"(40.76358, -73.874334)",POINT (-73.874334 40.76358),1
245269070,63,BROOKLYN,10/1/2021,0:01:00,10/31/2021,23:59:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,(null),PATROL BORO BKLYN SOUTH,637,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,5/17/2022,(null),45-64,BLACK,M,,<18,BLACK,M,1004100,163612,40.615733,-73.928499,"(40.615733, -73.928499)",POINT (-73.928499 40.615733),1
239552639,66,BROOKLYN,12/17/2021,16:17:00,,(null),COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,(null),PETIT LARCENY,(null),PATROL BORO BKLYN SOUTH,353,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",RESIDENCE - APT. HOUSE,1/18/2022,(null),(null),(null),(null),,45-64,WHITE,M,986293,171078,40.636248,-73.992638,"(40.636248, -73.992638)",POINT (-73.992638 40.636248),1
243230416,113,QUEENS,9/27/2021,16:30:00,4/7/2022,14:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO QUEENS SOUTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,4/7/2022,(null),UNKNOWN,UNKNOWN,U,,45-64,BLACK,M,1049939,188315,40.683314,-73.763155,"(40.683314, -73.763155)",POINT (-73.763155 40.683314),1
242579305,18,MANHATTAN,8/27/2021,14:55:00,8/31/2021,15:10:00,COMPLETED,(null),,1,N.Y. TRANSIT POLICE,121,FELONY,(null),CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO MAN SOUTH,273,"TAMPERING 1,CRIMINAL",TRANSIT - NYC SUBWAY,3/24/2022,47-50 STS./ROCKEFELLER CTR.,45-64,WHITE,M,1,UNKNOWN,UNKNOWN,E,988451,217993,40.76502408,-73.98483595,"(40.7650240788333, -73.9848359497083)",POINT (-73.9848359497083 40.7650240788333),1
249211834,5,MANHATTAN,9/8/2020,12:00:00,8/4/2022,12:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,(null),PATROL BORO MAN SOUTH,349,"LARCENY,PETIT OF LICENSE PLATE",RESIDENCE - APT. HOUSE,8/8/2022,(null),(null),(null),(null),,25-44,WHITE,M,985852,201551,40.719889,-73.994219,"(40.719889, -73.994219)",POINT (-73.994219 40.719889),1
241558184,115,QUEENS,11/5/2021,0:01:00,3/3/2022,23:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,353,MISDEMEANOR,INSIDE,UNAUTHORIZED USE OF A VEHICLE,(null),PATROL BORO QUEENS NORTH,462,UNAUTHORIZED USE VEHICLE 3,COMMERCIAL BUILDING,3/3/2022,(null),25-44,WHITE HISPANIC,M,,UNKNOWN,UNKNOWN,D,1017100,218938,40.767551,-73.881405,"(40.767551, -73.881405)",POINT (-73.881405 40.767551),1
241872038,23,MANHATTAN,1/1/2022,16:00:00,3/5/2022,10:04:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,351,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,(null),PATROL BORO MAN NORTH,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",GROCERY/BODEGA,3/9/2022,(null),UNKNOWN,UNKNOWN,U,,UNKNOWN,UNKNOWN,D,1001294,228547,40.793971,-73.938444,"(40.793971, -73.938444)",POINT (-73.938444 40.793971),1
245552743,113,QUEENS,12/30/2019,8:00:00,12/30/2019,23:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,(null),PATROL BORO QUEENS SOUTH,175,"SEXUAL ABUSE 3,2",RESIDENCE-HOUSE,5/15/2022,(null),18-24,UNKNOWN,M,,18-24,UNKNOWN,F,1046315,187088,40.67998074,-73.77623391,"(40.6799807384666, -73.7762339071953)",POINT (-73.7762339071953 40.6799807384666),1
238514085,25,MANHATTAN,1/1/2022,6:14:00,1/1/2022,6:15:00,ATTEMPTED,(null),,0,N.Y. POLICE DEPT,106,FELONY,REAR OF,FELONY ASSAULT,(null),PATROL BORO MAN NORTH,109,"ASSAULT 2,1,UNCLASSIFIED",PARKING LOT/GARAGE (PRIVATE),1/1/2022,(null),UNKNOWN,UNKNOWN,U,,25-44,WHITE,M,1000558,231080,40.80093037,-73.94109824,"(40.8009303727402, -73.9410982410066)",POINT (-73.9410982410066 40.8009303727402),1
248361485,90,BROOKLYN,7/1/2020,12:00:00,10/1/2021,10:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,340,MISDEMEANOR,INSIDE,FRAUDS,(null),PATROL BORO BKLYN NORTH,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",RESIDENCE - APT. HOUSE,7/21/2022,(null),UNKNOWN,UNKNOWN,U,,45-64,ASIAN / PACIFIC ISLANDER,M,999635,196009,40.704665,-73.944509,"(40.704665, -73.944509)",POINT (-73.944509 40.704665),1
244479940,20,MANHATTAN,12/14/2020,12:00:00,4/28/2022,12:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,(null),PATROL BORO MAN NORTH,402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",RESIDENCE - APT. HOUSE,4/30/2022,(null),45-64,WHITE,M,,65+,ASIAN / PACIFIC ISLANDER,F,987193,222170,40.776482,-73.989373,"(40.776482, -73.989373)",POINT (-73.989373 40.776482),1
239202544,78,BROOKLYN,12/5/2021,8:50:00,1/15/2022,8:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,(null),PATROL BORO BKLYN SOUTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,1/15/2022,(null),(null),(null),(null),,45-64,WHITE,M,988133,183949,40.671575,-73.986,"(40.671575, -73.986)",POINT (-73.986 40.671575),1
239365838,113,QUEENS,11/6/2021,10:30:00,12/23/2021,10:30:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,578,VIOLATION,FRONT OF,HARRASSMENT 2,(null),PATROL BORO QUEENS SOUTH,638,"HARASSMENT,SUBD 3,4,5",STREET,1/19/2022,(null),<18,WHITE HISPANIC,M,,<18,WHITE HISPANIC,F,1046399,187126,40.680077,-73.775929,"(40.680077, -73.775929)",POINT (-73.775929 40.680077),1
238580485,105,QUEENS,12/28/2021,22:00:00,1/3/2022,17:00:00,COMPLETED,(null),,0,N.Y. POLICE DEPT,107,FELONY,FRONT OF,BURGLARY,(null),PATROL BORO QUEENS SOUTH,234,"BURGLARY, TRUCK UNKNOWN TIME",RESIDENCE-HOUSE,1/3/2022,(null),UNKNOWN,UNKNOWN,U,,UNKNOWN,UNKNOWN,D,1057266,207003,40.734551,-73.736531,"(40.734551, -73.736531)",POINT (-73.736531 40.734551),1
